,codmunres,year,cs_sexo,faixa,count
1577,150497.0,2016.0,2,4549,4
1578,150497.0,2016.0,2,5054,3
1579,150497.0,2016.0,2,509,13
1580,150497.0,2016.0,2,5559,2
1581,150497.0,2016.0,2,6569,2
1582,150497.0,2016.0,2,7074,1
1583,150497.0,2016.0,2,8099,1
1584,150497.0,2017.0,1,1014,2
1585,150497.0,2017.0,1,1519,4
1586,150497.0,2017.0,1,2024,1
1587,150497.0,2017.0,1,2529,1
1588,150497.0,2017.0,1,3034,1
1589,150497.0,2017.0,1,4549,1
1590,150497.0,2017.0,1,509,1
1591,150497.0,2017.0,2,2024,2
1592,150497.0,2017.0,2,2529,1
1593,150497.0,2017.0,2,3034,1
1594,150497.0,2017.0,2,509,1
1595,150497.0,2019.0,1,1014,1
1596,150497.0,2019.0,1,2024,1
1597,150497.0,2019.0,1,4,2
1598,150497.0,2019.0,1,4044,1
1599,150497.0,2019.0,1,509,1
1600,150497.0,2019.0,2,1014,1
1601,150497.0,2019.0,2,4,2
1602,150497.0,2019.0,2,4044,1
1603,150503.0,2015.0,1,1519,1
1604,150503.0,2016.0,1,1519,1
1605,150503.0,2016.0,1,2024,2
1606,150503.0,2016.0,1,2529,1
1607,150503.0,2016.0,1,4,1
1608,150503.0,2016.0,1,4549,1
1609,150503.0,2016.0,1,6064,1
1610,150503.0,2016.0,2,5054,1
1611,150503.0,2018.0,1,3034,1
1612,150503.0,2018.0,2,1014,1
1613,150506.0,2019.0,2,4,1
1614,150520.0,2016.0,1,5559,1
1615,150540.0,2016.0,1,5559,1
1616,150543.0,2016.0,1,1014,2
1617,150543.0,2016.0,1,1519,4
1618,150543.0,2016.0,1,2024,3
1619,150543.0,2016.0,1,2529,1
1620,150543.0,2016.0,1,3034,2
1621,150543.0,2016.0,1,3539,3
1622,150543.0,2016.0,1,4,4
1623,150543.0,2016.0,1,4044,3
1624,150543.0,2016.0,1,4549,3
1625,150543.0,2016.0,1,5054,2
1626,150543.0,2016.0,1,5559,1
1627,150543.0,2016.0,2,1014,1
1628,150543.0,2016.0,2,2529,1
1629,150543.0,2016.0,2,3034,1
1630,150543.0,2016.0,2,3539,1
1631,150543.0,2016.0,2,4,3
1632,150543.0,2016.0,2,4044,1
1633,150543.0,2016.0,2,509,3
1634,150543.0,2017.0,1,1014,1
1635,150543.0,2017.0,1,1519,1
1636,150543.0,2017.0,1,2024,3
1637,150543.0,2017.0,1,2529,6
1638,150543.0,2017.0,1,3539,3
1639,150543.0,2017.0,1,4,1
1640,150543.0,2017.0,1,4549,1
1641,150543.0,2017.0,1,5054,2
1642,150543.0,2017.0,1,509,3
1643,150543.0,2017.0,2,1014,2
1644,150543.0,2017.0,2,1519,1
1645,150543.0,2017.0,2,2024,2
1646,150543.0,2017.0,2,3539,1
1647,150543.0,2017.0,2,4,1
1648,150543.0,2017.0,2,4044,1
1649,150543.0,2017.0,2,509,1
1650,150548.0,2017.0,1,2529,1
1651,150550.0,2016.0,1,3034,1
1652,150553.0,2015.0,1,1519,1
1653,150553.0,2015.0,2,4,1
1654,150553.0,2016.0,1,2024,8
1655,150553.0,2016.0,1,2529,3
1656,150553.0,2016.0,1,3034,3
1657,150553.0,2016.0,1,3539,1
1658,150553.0,2016.0,1,4044,1
1659,150553.0,2016.0,2,4,1
1660,150553.0,2016.0,2,509,1
1661,150553.0,2017.0,1,1014,2
1662,150553.0,2017.0,1,1519,6
1663,150553.0,2017.0,1,2024,4
1664,150553.0,2017.0,1,2529,2
1665,150553.0,2017.0,1,3034,4
1666,150553.0,2017.0,1,3539,1
1667,150553.0,2017.0,1,4,1
1668,150553.0,2017.0,1,4044,3
1669,150553.0,2017.0,1,4549,3
1670,150553.0,2017.0,1,509,1
1671,150553.0,2017.0,1,6064,1
1672,150553.0,2017.0,1,6569,1
1673,150553.0,2017.0,2,1519,1
1674,150553.0,2017.0,2,2024,3
1675,150553.0,2017.0,2,2529,1
1676,150553.0,2017.0,2,3034,1
1677,150553.0,2017.0,2,4,2
1678,150553.0,2017.0,2,4549,1
1679,150553.0,2019.0,1,1014,2
1680,150553.0,2019.0,1,2024,3
1681,150553.0,2019.0,1,2529,2
1682,150553.0,2019.0,1,3034,1
1683,150553.0,2019.0,1,3539,2
1684,150553.0,2019.0,1,4,3
1685,150553.0,2019.0,1,509,1
1686,150553.0,2019.0,2,1014,1
1687,150553.0,2019.0,2,2024,1
1688,150553.0,2019.0,2,3539,1
1689,150553.0,2019.0,2,4,2
1690,150553.0,2019.0,2,5054,1
1691,150553.0,2019.0,2,509,2
1692,150555.0,2017.0,1,509,1
1693,150570.0,2016.0,1,2024,1
1694,150570.0,2016.0,1,2529,3
1695,150580.0,2016.0,1,2024,1
1696,150580.0,2016.0,1,2529,1
1697,150580.0,2016.0,1,3539,1
1698,150580.0,2016.0,2,3034,1
1699,150610.0,2016.0,1,1519,1
1700,150610.0,2016.0,1,2529,2
1701,150610.0,2016.0,1,3034,1
1702,150610.0,2016.0,1,4,1
1703,150610.0,2016.0,1,509,1
1704,150610.0,2016.0,2,2024,1
1705,150610.0,2016.0,2,2529,1
1706,150610.0,2016.0,2,3539,1
1707,150610.0,2016.0,2,509,1
1708,150610.0,2016.0,2,7074,1
1709,150611.0,2016.0,1,2024,1
1710,150613.0,2015.0,1,2024,1
1711,150613.0,2015.0,2,2024,1
1712,150613.0,2015.0,2,4044,2
1713,150613.0,2016.0,1,2529,2
1714,150613.0,2016.0,1,3034,1
1715,150613.0,2016.0,1,3539,3
1716,150613.0,2016.0,1,4,1
1717,150613.0,2016.0,1,4044,1
1718,150613.0,2016.0,1,5054,1
1719,150613.0,2016.0,2,2529,1
1720,150613.0,2016.0,2,4,2
1721,150613.0,2016.0,2,7074,1
1722,150613.0,2017.0,1,1519,1
1723,150613.0,2017.0,1,2529,3
1724,150613.0,2017.0,1,4,1
1725,150613.0,2017.0,1,4549,1
1726,150613.0,2017.0,1,5559,2
1727,150613.0,2017.0,1,6064,1
1728,150613.0,2017.0,2,1519,1
1729,150613.0,2018.0,1,2529,1
1730,150616.0,2016.0,1,1014,14
1731,150616.0,2016.0,1,1519,12
1732,150616.0,2016.0,1,2024,8
1733,150616.0,2016.0,1,2529,11
1734,150616.0,2016.0,1,3034,21
1735,150616.0,2016.0,1,3539,14
1736,150616.0,2016.0,1,4,12
1737,150616.0,2016.0,1,4044,9
1738,150616.0,2016.0,1,4549,13
1739,150616.0,2016.0,1,5054,10
1740,150616.0,2016.0,1,509,7
1741,150616.0,2016.0,1,5559,3
1742,150616.0,2016.0,1,6569,5
1743,150616.0,2016.0,1,7074,1
1744,150616.0,2016.0,2,1014,3
1745,150616.0,2016.0,2,1519,11
1746,150616.0,2016.0,2,2024,5
1747,150616.0,2016.0,2,2529,8
1748,150616.0,2016.0,2,3034,3
1749,150616.0,2016.0,2,3539,5
1750,150616.0,2016.0,2,4,5
1751,150616.0,2016.0,2,4044,5
1752,150616.0,2016.0,2,4549,6
1753,150616.0,2016.0,2,509,5
1754,150616.0,2016.0,2,5559,1
1755,150616.0,2016.0,2,6064,2
1756,150616.0,2016.0,2,8099,1
1757,150616.0,2017.0,1,1519,2
1758,150616.0,2017.0,1,2024,1
1759,150616.0,2017.0,1,2529,1
1760,150616.0,2017.0,1,3034,1
1761,150616.0,2017.0,1,4549,1
1762,150616.0,2017.0,1,5054,1
1763,150616.0,2017.0,1,6064,1
1764,150616.0,2017.0,2,1014,1
1765,150616.0,2017.0,2,1519,1
1766,150616.0,2017.0,2,2529,1
1767,150616.0,2017.0,2,3034,1
1768,150616.0,2017.0,2,3539,2
1769,150616.0,2017.0,2,7579,1
1770,150616.0,2018.0,1,3034,1
1771,150616.0,2019.0,1,6064,1
1772,150618.0,2016.0,1,1519,1
1773,150618.0,2016.0,1,3034,1
1774,150618.0,2016.0,1,4,1
1775,150618.0,2016.0,2,3539,1
1776,150618.0,2017.0,1,1519,1
1777,150618.0,2017.0,1,2529,2
1778,150618.0,2017.0,1,3034,1
1779,150618.0,2017.0,1,3539,1
1780,150618.0,2017.0,1,4044,1
1781,150618.0,2017.0,1,5054,3
1782,150618.0,2017.0,1,7579,3
1783,150618.0,2017.0,2,2024,1
1784,150618.0,2017.0,2,3539,3
1785,150620.0,2016.0,1,1014,3
1786,150620.0,2016.0,1,1519,2
1787,150620.0,2016.0,1,2529,1
1788,150620.0,2016.0,1,4549,1
1789,150620.0,2016.0,1,509,1
1790,150620.0,2018.0,1,3539,1
1791,150630.0,2016.0,1,1519,2
1792,150630.0,2016.0,1,2024,1
1793,150630.0,2018.0,2,4044,1
1794,150635.0,2016.0,1,1519,1
1795,150635.0,2016.0,1,5054,1
1796,150635.0,2017.0,1,2024,1
1797,150635.0,2018.0,1,2024,1
1798,150650.0,2016.0,1,2024,1
1799,150650.0,2016.0,1,509,1
1800,150650.0,2016.0,2,4549,1
1801,150655.0,2018.0,2,2024,1
1802,150670.0,2016.0,1,2529,1
1803,150670.0,2016.0,1,3034,1
1804,150670.0,2016.0,1,4,1
1805,150670.0,2017.0,1,1519,1
1806,150670.0,2017.0,1,4,1
1807,150670.0,2018.0,1,6064,1
1808,150670.0,2019.0,1,4044,1
1809,150680.0,2017.0,1,1519,1
1810,150680.0,2017.0,1,2024,1
1811,150680.0,2018.0,1,2529,1
1812,150680.0,2018.0,1,3539,1
1813,150680.0,2018.0,2,4,1
1814,150680.0,2019.0,1,1519,1
1815,150680.0,2019.0,1,2024,1
1816,150680.0,2019.0,1,2529,1
1817,150680.0,2019.0,1,3034,1
1818,150680.0,2019.0,2,1014,1
1819,150680.0,2019.0,2,2024,1
1820,150680.0,2019.0,2,2529,1
1821,150680.0,2019.0,2,3034,1
1822,150680.0,2019.0,2,3539,1
1823,150680.0,2019.0,2,4,1
1824,150680.0,2019.0,2,4549,1
1825,150690.0,2018.0,1,2024,1
1826,150700.0,2018.0,1,509,1
1827,150710.0,2016.0,1,1519,1
1828,150715.0,2016.0,1,1014,5
1829,150715.0,2016.0,1,1519,1
1830,150715.0,2016.0,1,2024,3
1831,150715.0,2016.0,1,2529,2
1832,150715.0,2016.0,1,3034,4
1833,150715.0,2016.0,1,3539,6
1834,150715.0,2016.0,1,4,3
1835,150715.0,2016.0,1,4044,2
1836,150715.0,2016.0,1,4549,5
1837,150715.0,2016.0,1,5054,2
1838,150715.0,2016.0,1,509,6
1839,150715.0,2016.0,1,5559,4
1840,150715.0,2016.0,1,6064,3
1841,150715.0,2016.0,1,6569,1
1842,150715.0,2016.0,1,7579,1
1843,150715.0,2016.0,2,1014,2
1844,150715.0,2016.0,2,1519,4
1845,150715.0,2016.0,2,3034,3
1846,150715.0,2016.0,2,4,2
1847,150715.0,2016.0,2,509,2
1848,150715.0,2016.0,2,5559,2
1849,150715.0,2016.0,2,7579,2
1850,150715.0,2017.0,1,2529,1
1851,150715.0,2017.0,1,509,1
1852,150715.0,2017.0,2,3539,1
1853,150715.0,2017.0,2,509,1
1854,150730.0,2016.0,1,2024,1
1855,150730.0,2016.0,1,2529,1
1856,150730.0,2016.0,1,3034,1
1857,150730.0,2016.0,1,3539,1
1858,150730.0,2016.0,1,4,1
1859,150730.0,2016.0,1,4044,1
1860,150730.0,2016.0,1,5054,1
1861,150730.0,2016.0,1,6064,1
1862,150730.0,2016.0,2,2024,1
1863,150730.0,2016.0,2,5559,1
1864,150740.0,2016.0,1,3539,1
1865,150740.0,2016.0,1,4,1
1866,150740.0,2016.0,1,5559,1
1867,150740.0,2016.0,2,2024,1
1868,150740.0,2016.0,2,3034,1
1869,150740.0,2016.0,2,3539,1
1870,150740.0,2018.0,1,2529,1
1871,150740.0,2018.0,1,3034,2
1872,150740.0,2018.0,1,4549,2
1873,150745.0,2016.0,1,2024,1
1874,150745.0,2016.0,1,4,1
1875,150745.0,2016.0,2,4,1
1876,150745.0,2017.0,1,1014,1
1877,150745.0,2017.0,2,1519,1
1878,150746.0,2016.0,2,3034,1
1879,150747.0,2018.0,1,1519,1
1880,150747.0,2018.0,1,2024,1
1881,150760.0,2016.0,1,4549,1
1882,150760.0,2018.0,1,1519,1
1883,150760.0,2018.0,1,2024,1
1884,150760.0,2018.0,1,2529,2
1885,150760.0,2018.0,1,3034,3
1886,150760.0,2018.0,1,3539,1
1887,150760.0,2018.0,1,4,1
1888,150760.0,2018.0,1,4044,1
1889,150760.0,2018.0,1,5054,1
1890,150760.0,2018.0,1,509,1
1891,150760.0,2018.0,2,3034,1
1892,150760.0,2018.0,2,3539,1
1893,150760.0,2018.0,2,4,1
1894,150760.0,2019.0,1,2529,1
1895,150760.0,2019.0,2,7074,1
1896,150775.0,2016.0,1,1014,11
1897,150775.0,2016.0,1,1519,7
1898,150775.0,2016.0,1,2024,5
1899,150775.0,2016.0,1,2529,9
1900,150775.0,2016.0,1,3034,9
1901,150775.0,2016.0,1,3539,5
1902,150775.0,2016.0,1,4,12
1903,150775.0,2016.0,1,4044,4
1904,150775.0,2016.0,1,4549,7
1905,150775.0,2016.0,1,5054,4
1906,150775.0,2016.0,1,509,11
1907,150775.0,2016.0,1,6064,1
1908,150775.0,2016.0,1,6569,6
1909,150775.0,2016.0,2,1014,9
1910,150775.0,2016.0,2,1519,5
1911,150775.0,2016.0,2,2024,10
1912,150775.0,2016.0,2,2529,6
1913,150775.0,2016.0,2,3034,4
1914,150775.0,2016.0,2,3539,4
1915,150775.0,2016.0,2,4,15
1916,150775.0,2016.0,2,4044,5
1917,150775.0,2016.0,2,4549,1
1918,150775.0,2016.0,2,5054,6
1919,150775.0,2016.0,2,509,7
1920,150775.0,2016.0,2,6064,5
1921,150775.0,2016.0,2,8099,1
1922,150775.0,2017.0,1,1014,10
1923,150775.0,2017.0,1,1519,7
1924,150775.0,2017.0,1,2024,6
1925,150775.0,2017.0,1,2529,2
1926,150775.0,2017.0,1,3034,3
1927,150775.0,2017.0,1,3539,5
1928,150775.0,2017.0,1,4,9
1929,150775.0,2017.0,1,4044,4
1930,150775.0,2017.0,1,4549,2
1931,150775.0,2017.0,1,5054,6
1932,150775.0,2017.0,1,509,9
1933,150775.0,2017.0,1,5559,2
1934,150775.0,2017.0,1,6064,3
1935,150775.0,2017.0,1,6569,1
1936,150775.0,2017.0,1,8099,2
1937,150775.0,2017.0,2,1014,4
1938,150775.0,2017.0,2,1519,6
1939,150775.0,2017.0,2,2024,6
1940,150775.0,2017.0,2,2529,3
1941,150775.0,2017.0,2,3034,4
1942,150775.0,2017.0,2,3539,4
1943,150775.0,2017.0,2,4,8
1944,150775.0,2017.0,2,4044,5
1945,150775.0,2017.0,2,5054,2
1946,150775.0,2017.0,2,509,11
1947,150775.0,2017.0,2,6064,1
1948,150775.0,2017.0,2,6569,2
1949,150775.0,2017.0,2,7074,2
1950,150775.0,2017.0,2,8099,2
1951,150790.0,2016.0,1,1519,4
1952,150790.0,2016.0,1,2024,1
1953,150790.0,2016.0,1,2529,2
1954,150790.0,2016.0,1,3034,1
1955,150790.0,2016.0,1,5054,1
1956,150790.0,2016.0,1,5559,1
1957,150790.0,2016.0,1,8099,1
1958,150790.0,2016.0,2,1014,2
1959,150790.0,2016.0,2,2024,2
1960,150790.0,2016.0,2,3034,1
1961,150790.0,2016.0,2,3539,1
1962,150790.0,2016.0,2,4,1
1963,150790.0,2016.0,2,4044,1
1964,150790.0,2016.0,2,4549,1
1965,150790.0,2016.0,2,509,1
1966,150790.0,2017.0,1,4,1
1967,150795.0,2015.0,2,1519,2
1968,150795.0,2015.0,2,2529,1
1969,150795.0,2015.0,2,4044,1
1970,150795.0,2016.0,1,1519,4
1971,150795.0,2016.0,1,2024,4
1972,150795.0,2016.0,1,2529,6
1973,150795.0,2016.0,1,3034,4
1974,150795.0,2016.0,1,3539,4
1975,150795.0,2016.0,1,4,4
1976,150795.0,2016.0,1,4044,2
1977,150795.0,2016.0,1,4549,2
1978,150795.0,2016.0,1,5054,1
1979,150795.0,2016.0,2,1014,1
1980,150795.0,2016.0,2,1519,1
1981,150795.0,2016.0,2,2024,2
1982,150795.0,2016.0,2,3034,1
1983,150795.0,2016.0,2,3539,3
1984,150795.0,2016.0,2,4,1
1985,150795.0,2016.0,2,5054,1
1986,150795.0,2016.0,2,509,2
1987,150795.0,2016.0,2,6569,1
1988,150795.0,2017.0,1,2024,1
1989,150795.0,2017.0,1,2529,2
1990,150795.0,2017.0,2,1519,1
1991,150795.0,2018.0,1,1014,1
1992,150795.0,2018.0,1,1519,3
1993,150795.0,2018.0,1,2529,1
1994,150795.0,2018.0,2,509,1
1995,150800.0,2016.0,1,2024,2
1996,150800.0,2016.0,1,2529,2
1997,150800.0,2016.0,1,3034,1
1998,150800.0,2016.0,1,3539,1
1999,150800.0,2016.0,1,4044,1
2000,150800.0,2016.0,1,5054,1
2001,150800.0,2016.0,2,2024,3
2002,150800.0,2016.0,2,3034,2
2003,150800.0,2016.0,2,3539,1
2004,150800.0,2016.0,2,5559,1
2005,150803.0,2015.0,1,1014,3
2006,150803.0,2015.0,1,1519,6
2007,150803.0,2015.0,1,2024,5
2008,150803.0,2015.0,1,2529,2
2009,150803.0,2015.0,1,3539,1
2010,150803.0,2015.0,1,4,5
2011,150803.0,2015.0,1,4549,1
2012,150803.0,2015.0,1,509,1
2013,150803.0,2015.0,1,5559,4
2014,150803.0,2015.0,1,6064,1
2015,150803.0,2015.0,1,6569,1
2016,150803.0,2015.0,2,1014,1
2017,150803.0,2015.0,2,1519,1
2018,150803.0,2015.0,2,2024,1
2019,150803.0,2015.0,2,2529,2
2020,150803.0,2015.0,2,3034,1
2021,150803.0,2015.0,2,4,1
2022,150803.0,2015.0,2,4549,1
2023,150803.0,2015.0,2,5054,1
2024,150803.0,2015.0,2,509,1
2025,150803.0,2015.0,2,6064,1
2026,150803.0,2015.0,2,8099,1
2027,150803.0,2016.0,1,1519,1
2028,150803.0,2016.0,1,2024,2
2029,150808.0,2019.0,2,3034,1
2030,150810.0,2015.0,1,3539,1
2031,150810.0,2016.0,1,1014,5
2032,150810.0,2016.0,1,1519,9
2033,150810.0,2016.0,1,2024,11
2034,150810.0,2016.0,1,2529,7
2035,150810.0,2016.0,1,3034,7
2036,150810.0,2016.0,1,3539,5
2037,150810.0,2016.0,1,4,7
2038,150810.0,2016.0,1,4044,7
2039,150810.0,2016.0,1,4549,5
2040,150810.0,2016.0,1,5054,4
2041,150810.0,2016.0,1,509,7
2042,150810.0,2016.0,1,5559,1
2043,150810.0,2016.0,1,6569,1
2044,150810.0,2016.0,2,1014,4
2045,150810.0,2016.0,2,1519,3
2046,150810.0,2016.0,2,2024,6
2047,150810.0,2016.0,2,2529,6
2048,150810.0,2016.0,2,3034,5
2049,150810.0,2016.0,2,3539,8
2050,150810.0,2016.0,2,4,5
2051,150810.0,2016.0,2,4044,4
2052,150810.0,2016.0,2,4549,2
2053,150810.0,2016.0,2,5054,2
2054,150810.0,2016.0,2,509,4
2055,150810.0,2016.0,2,5559,7
2056,150810.0,2016.0,2,6064,1
2057,150810.0,2016.0,2,6569,1
2058,150810.0,2017.0,1,1519,3
2059,150810.0,2017.0,1,2024,1
2060,150810.0,2017.0,1,3539,2
2061,150810.0,2017.0,1,4044,1
2062,150810.0,2017.0,1,4549,1
2063,150810.0,2017.0,2,1014,1
2064,150810.0,2017.0,2,1519,1
2065,150810.0,2017.0,2,509,1
2066,150810.0,2018.0,1,1519,3
2067,150810.0,2018.0,1,2024,1
2068,150810.0,2018.0,1,2529,1
2069,150810.0,2018.0,1,3034,1
2070,150810.0,2018.0,1,3539,1
2071,150810.0,2018.0,1,4044,2
2072,150810.0,2018.0,2,4,1
2073,150810.0,2019.0,1,4549,1
2074,150810.0,2019.0,1,5559,1
2075,150810.0,2019.0,2,5054,1
2076,150812.0,2016.0,1,1519,1
2077,150812.0,2018.0,1,1519,1
2078,150812.0,2018.0,1,2024,1
2079,150812.0,2018.0,1,3034,1
2080,150812.0,2018.0,1,4044,1
2081,150812.0,2018.0,1,5054,2
2082,150812.0,2018.0,2,1014,1
2083,150812.0,2018.0,2,1519,1
2084,150812.0,2018.0,2,2024,2
2085,150812.0,2018.0,2,3539,1
2086,150812.0,2018.0,2,4,1
2087,150812.0,2018.0,2,4044,2
2088,150812.0,2019.0,1,2024,1
2089,150815.0,2016.0,1,1519,1
2090,150820.0,2016.0,1,2024,1
2091,150820.0,2016.0,1,2529,2
2092,150820.0,2016.0,1,3034,5
2093,150820.0,2016.0,1,3539,3
2094,150820.0,2016.0,1,4,1
2095,150820.0,2016.0,1,4044,2
2096,150820.0,2016.0,1,5054,2
2097,150820.0,2016.0,1,509,3
2098,150820.0,2016.0,1,5559,1
2099,150820.0,2016.0,2,1014,2
2100,150820.0,2016.0,2,3539,1
2101,150820.0,2016.0,2,4,1
2102,150820.0,2017.0,1,1519,2
2103,150820.0,2017.0,1,2024,1
2104,150820.0,2017.0,1,2529,7
2105,150820.0,2017.0,1,3034,1
2106,150820.0,2017.0,1,3539,3
2107,150820.0,2017.0,1,4044,1
2108,150820.0,2017.0,1,4549,1
2109,150820.0,2017.0,1,509,1
2110,150820.0,2017.0,2,3539,1
2111,150820.0,2017.0,2,5559,1
2112,150820.0,2017.0,2,6064,1
2113,150820.0,2017.0,2,6569,1
2114,150820.0,2018.0,1,3539,1
2115,150820.0,2018.0,2,4,1
2116,150820.0,2019.0,1,1014,1
2117,150840.0,2016.0,1,2024,1
2118,150840.0,2016.0,1,4,1
2119,150840.0,2016.0,1,4044,1
2120,150840.0,2016.0,2,2024,1
2121,150840.0,2016.0,2,3034,1
2122,150840.0,2016.0,2,6064,1
2123,150840.0,2017.0,1,1014,4
2124,150840.0,2017.0,1,1519,5
2125,150840.0,2017.0,1,2024,5
2126,150840.0,2017.0,1,2529,2
2127,150840.0,2017.0,1,3034,3
2128,150840.0,2017.0,1,3539,4
2129,150840.0,2017.0,1,4,2
2130,150840.0,2017.0,1,4044,5
2131,150840.0,2017.0,1,4549,2
2132,150840.0,2017.0,1,5054,5
2133,150840.0,2017.0,1,509,3
2134,150840.0,2017.0,1,5559,1
2135,150840.0,2017.0,1,6064,1
2136,150840.0,2017.0,1,6569,1
2137,150840.0,2017.0,1,7074,1
2138,150840.0,2017.0,1,8099,1
2139,150840.0,2017.0,2,1014,1
2140,150840.0,2017.0,2,1519,5
2141,150840.0,2017.0,2,2024,4
2142,150840.0,2017.0,2,2529,2
2143,150840.0,2017.0,2,3034,8
2144,150840.0,2017.0,2,3539,4
2145,150840.0,2017.0,2,4,2
2146,150840.0,2017.0,2,4549,3
2147,150840.0,2017.0,2,509,4
2148,150840.0,2017.0,2,5559,3
2149,150840.0,2017.0,2,6064,2
2150,150840.0,2019.0,1,2529,1
2151,160005.0,2017.0,1,1519,1
2152,160015.0,2017.0,1,3034,1
2153,160020.0,2016.0,1,3034,1
2154,160023.0,2019.0,2,4044,2
2155,160030.0,2015.0,2,3539,1
2156,160030.0,2016.0,1,1014,10
2157,160030.0,2016.0,1,1519,11
2158,160030.0,2016.0,1,2024,31
2159,160030.0,2016.0,1,2529,32
2160,160030.0,2016.0,1,3034,41
2161,160030.0,2016.0,1,3539,29
2162,160030.0,2016.0,1,4,12
2163,160030.0,2016.0,1,4044,26
2164,160030.0,2016.0,1,4549,19
2165,160030.0,2016.0,1,5054,13
2166,160030.0,2016.0,1,509,5
2167,160030.0,2016.0,1,5559,8
2168,160030.0,2016.0,1,6064,8
2169,160030.0,2016.0,1,6569,1
2170,160030.0,2016.0,1,7074,1
2171,160030.0,2016.0,1,8099,1
2172,160030.0,2016.0,2,1014,10
2173,160030.0,2016.0,2,1519,6
2174,160030.0,2016.0,2,2024,10
2175,160030.0,2016.0,2,2529,16
2176,160030.0,2016.0,2,3034,9
2177,160030.0,2016.0,2,3539,15
2178,160030.0,2016.0,2,4,10
2179,160030.0,2016.0,2,4044,6
2180,160030.0,2016.0,2,4549,7
2181,160030.0,2016.0,2,5054,8
2182,160030.0,2016.0,2,509,6
2183,160030.0,2016.0,2,5559,4
2184,160030.0,2016.0,2,6064,2
2185,160030.0,2016.0,2,6569,1
2186,160030.0,2016.0,2,8099,1
2187,160030.0,2017.0,1,2024,1
2188,160030.0,2017.0,1,2529,1
2189,160030.0,2017.0,1,3539,1
2190,160030.0,2017.0,2,2024,1
2191,160030.0,2017.0,2,4,1
2192,160030.0,2017.0,2,6064,1
2193,160030.0,2018.0,1,1014,1
2194,160030.0,2018.0,1,2024,1
2195,160030.0,2018.0,1,3034,1
2196,160030.0,2018.0,1,5054,1
2197,160030.0,2018.0,2,2529,2
2198,160030.0,2018.0,2,509,1
2199,160030.0,2018.0,2,6064,1
2200,160030.0,2019.0,1,1519,1
2201,160030.0,2019.0,1,2024,1
2202,160030.0,2019.0,1,3034,1
2203,160030.0,2019.0,1,3539,1
2204,160030.0,2019.0,1,4549,1
2205,160030.0,2019.0,2,4549,1
2206,160030.0,2019.0,2,509,1
2207,160040.0,2019.0,2,509,1
2208,160050.0,2016.0,1,1519,1
2209,160050.0,2016.0,1,2024,3
2210,160050.0,2016.0,1,2529,5
2211,160050.0,2016.0,1,3034,3
2212,160050.0,2016.0,1,3539,1
2213,160050.0,2016.0,1,4,2
2214,160050.0,2016.0,1,4044,1
2215,160050.0,2016.0,1,4549,1
2216,160050.0,2016.0,1,5054,1
2217,160050.0,2016.0,1,509,2
2218,160050.0,2016.0,1,6569,1
2219,160050.0,2016.0,2,2024,1
2220,160050.0,2016.0,2,2529,2
2221,160050.0,2016.0,2,3034,1
2222,160050.0,2016.0,2,4,2
2223,160050.0,2016.0,2,4044,1
2224,160050.0,2016.0,2,509,1
2225,160050.0,2017.0,2,1014,1
2226,160050.0,2018.0,1,4549,1
2227,160050.0,2018.0,2,5559,1
2228,160050.0,2019.0,1,2024,1
2229,160053.0,2017.0,1,1519,1
2230,160053.0,2018.0,1,4044,1
2231,160053.0,2018.0,1,5054,1
2232,160053.0,2018.0,2,5559,2
2233,160060.0,2016.0,1,2024,1
2234,160060.0,2016.0,1,3034,1
2235,160060.0,2016.0,1,3539,1
2236,160060.0,2016.0,2,4,1
2237,160060.0,2016.0,2,4549,1
2238,160060.0,2016.0,2,5054,1
2239,160060.0,2017.0,2,3539,1
2240,160060.0,2019.0,2,1014,1
2241,160060.0,2019.0,2,8099,1
2242,170025.0,2016.0,1,3539,1
2243,170030.0,2016.0,1,2024,1
2244,170030.0,2016.0,1,4,1
2245,170030.0,2016.0,1,4044,1
2246,170030.0,2016.0,1,5559,1
2247,170030.0,2016.0,2,1014,1
2248,170030.0,2016.0,2,1519,1
2249,170030.0,2016.0,2,2529,1
2250,170030.0,2016.0,2,3539,1
2251,170030.0,2017.0,1,2529,1
2252,170030.0,2017.0,1,3034,1
2253,170030.0,2017.0,1,509,1
2254,170040.0,2016.0,1,1519,1
2255,170040.0,2016.0,2,2024,1
2256,170040.0,2017.0,1,2024,1
2257,170040.0,2017.0,1,509,1
2258,170070.0,2016.0,2,3539,1
2259,170100.0,2016.0,1,1519,2
2260,170100.0,2017.0,1,2529,1
2261,170100.0,2017.0,1,4,1
2262,170100.0,2017.0,2,5054,1
2263,170100.0,2017.0,2,6569,1
2264,170100.0,2018.0,2,1014,1
2265,170110.0,2016.0,2,4044,1
2266,170110.0,2018.0,1,2529,1
2267,170130.0,2016.0,2,1519,1
2268,170190.0,2016.0,1,4,1
2269,170210.0,2015.0,1,2024,2
2270,170210.0,2015.0,1,3034,2
2271,170210.0,2015.0,1,4044,1
2272,170210.0,2015.0,1,5559,1
2273,170210.0,2015.0,1,6064,1
2274,170210.0,2015.0,2,1519,1
2275,170210.0,2016.0,1,1014,8
2276,170210.0,2016.0,1,1519,27
2277,170210.0,2016.0,1,2024,27
2278,170210.0,2016.0,1,2529,32
2279,170210.0,2016.0,1,3034,29
2280,170210.0,2016.0,1,3539,19
